text,sentiment
" morning sweetie, you cool?  ****",positive
 Love that book! My VW I`m about to turn in is named Scout.,positive
  aw. that sounds amazing  But I think I have work. Thank you for inviting me though,positive
great night,positive
 i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,positive
" Noo, good guys are better  x",positive
Hella wow .  no doubt .,positive
"_Efron 17 Again was amazing! I have seen it three times! It`s just hilarious, and you are fantastic!",positive
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
 amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  ****,positive
Happy 2 b out of school!!!!!!! People just piss me off sometimes,positive
_pinkapple Not much on for the weekend here. Off to Knox shortly & definitely must get into the garden. It`s a wee bit neglected.,positive
 i hope so  I KNOW WOO! haha 2 times  it was exciting lol,positive
just woke up from a delightful nap. I can`t desribe how much success is involved in an 8am nap on sat night....need rhubarb now,positive
 you`ll be fine  don`t worry ... good luck again,positive
It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,positive
 lol  I`m sure it would be the most kick azz version we`ve ever heard!,positive
 i`m playing good because i`m a big baby,positive
 Wow that`s very Buddhist o_O HOORAY JEWS,positive
 cool.. look forward for frequent tweets,positive
needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,positive
"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",positive
 the video on myspace is so funny...u run a lot hahaha i voted,positive
_Lovato Never been better thanks  what are you up to?,positive
_Jamie I guess  ! I was really suprised..,positive
This day jus keeps getting better and better  FML,positive
 just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany...,positive
 aw i`m sorry  i was rooting for you just to let you know!,positive
"it`s a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? http://blip.fm/~5jckp",positive
thought Yes Man was good  had a blast with old friends tonight and heard some great music,positive
Forgot to set the alarm for a 6am ride  Hope I can get in a few easy miles after work.  Tomorrow: racin` the Gap!,positive
happy mothers day to all the baby mommasss! rofl,positive
i am outta here... see you guys later (or tomorrow)... happy mom`s day again!,positive
" nah, you`re just altered forever   Enjoy.",positive
happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa,positive
 Hope your son is okay!,positive
 Awesome! Wish I could fly out to see her,positive
"happy mothers day.  oh and no i havent read it yet, will do now",positive
Listening Maroon 5 .... 'Songs About Jane' is one of my favourite albums in time,positive
 Thanks for getting me bottled water.,positive
shuuut up  stupid.,positive
 yeah that sounds more sensible. thought you had a heston bleumenthal moment of genius somehow!,positive
 did you really just call me Ma`am...wow that was the reality check of the day  lol,positive
HAPPY MOTHER`S DAY!,positive
i`ve got nothing witty to tweet,positive
Back in from LI 2hours ago n still made it to work  yay me,positive
"  LOL --> don`t mention it, my pleasure!!",positive
Having Margaritas w/ mommie...what a great combo!,positive
good mornig to everone... it`s a great morning ...in the evening i play in the theatre in lord of the flies. it`s so much fun!,positive
 aww  im ok been stuck on a coach coming back from nans today and its been lovely sunshine too  ****,positive
" You are very sweet, my everyday hero friend",positive
getting ready for the concert tonight! YAY!,positive
just chilling out in my room on the computer,positive
  lure her in with a foot massage!,positive
 lucky! I still want those blue ones,positive
started a great mother`s day season!,positive
" The Hulk, great movie  You might recognize Toronto`s Younge Street in some of the fight scenes.",positive
hoping to hear from you all soon,positive
"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",positive
  thanx mang!  shes due in june 12th and yezzzir the first baby! -drummer boi,positive
" hope it isnt too hot a summer then.hows little one today,being good i hope.lol",positive
" if you meant to heavy rain n flood in bkk last night, lucky I was out of bkk",positive
 i still like coldplay i just said that was one of my fav cds. and they r one of my fav bands too!!!,positive
MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,positive
" awww, that`s cute.",positive
 rob got lucky that game he beat me 209-205,positive
 Have fun amorsote even tho u forgot my bday,positive
*sigh* joe sings so purdy.  he makes me feel better,positive
"sup guys, just downloaded tweetdeck, gettin a move on right now : D tweet me some nice clothes sits or summat  x",positive
Chocolate milk is so much better through a straw. I lack said straw,positive
Sushi w/  well cooked veggie for preggo me  now onto Trolley Car birthday party on McKinney Ave. I actially feel awake for once!,positive
" Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food.",positive
Honestly at home alone,positive
I love when my ipod shuffles so all the good songs are all together,positive
"Star Trek is awesome!! Kirk is hot, Spock is cool. It`s fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama.",positive
has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think,positive
Hawks lost but it was a good time,positive
 I`m sure you`d consider it if they offerred the right price,positive
 twist cld u follow me  ill love u forever,positive
 I appreciate the effort. My skin is much softer than your screen,positive
 That`s awesome! We have that this weekend too but I can`t go because I`m moving this Sat.  I should be a lot of fun though,positive
_D_ happy birthday,positive
off to pearlyn`s place - gran`s bday + mothers` day dinner tonight!  mom went for adults` svc today!!!  (L) happy mothers` day moms!,positive
Hey there! It`s a glorious morning! Monday`s animation mode: ON!,positive
"i miss everyone... i need faces  , not witty situational updates, but these will do...",positive
"_reality morning trish, have fun today",positive
"ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah",positive
"_15 No, I haven`t seen it yet!  But once it comes out on DVD.. ;) hehe. Haha",positive
Yay my friend Glen is here. Now i`m like this,positive
i love you twitskies,positive
i`m going to try to get some sleeeeeeep. goonight twitter  have a nice mother`s day.,positive
is excited about so R and R for mother`s day,positive
 zombie wrangler sounds like fun. I don`t have halo wars.,positive
 answer my really cool questions,positive
"i like this new trend ,  who`s next ? http://tinyurl.com/qcy8d4",positive
Happy Mother`s Day to all the moms out there! Just finished having lunch with my  relatives. I wuv you mommy and granny.  HAHAHA.,positive
 that is true. It`s up to their discretion. Being nice to them also helps.  So far I have not been turned down ;-),positive
 thanks for sharing,positive
" haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride",positive
just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!  ::proud of myself::,positive
Sleepy time..   happy mothers day all u momz,positive
 Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,positive
 Thanks!!!!  Happy Mother`s day to you too!!,positive
" Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",positive
Going to sleep now goodnight!  xoxo,positive
 Awww you`ll have to post a pic  I bet it`ll look dead nice (y),positive
 Ta very much!  Happy B-Day to G-son,positive
" haha what can i say, you`re a great teacher!! you learned from the best... Hannah Montana",positive
" Good to see you hear as well, Andy!",positive
wants to feel better,positive
" whaa?  you really should.  2 and 3 are definitely optional, though.  I liked them, but I`m also crazy.",positive
"@_elj Appreciated,uni email is helpful..",positive
Download movie  'Ben 10: Alien Force' http://tinyurl.com/czb7b2 cool #movie,positive
" yeah I`ve been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!",positive
Had a great talk with Tony this afternoon... we`re going to give it another go,positive
"Happy Mother`s Day to all the moms! If you`re an awesome mom, you`ll help #savechuck",positive
ooooh.... I have a headache.  Got to go to work now,positive
 its fun though,positive
NOOOO!!!  'thehannabeth: i have a crush... ;)',positive
Hi-5 to ALL my friends and ummm thanks for the follow and enjoy the ride IF I make too many trips (I will) for u and u gotta go i get it,positive
Happy Mothers Day Mum,positive
Woke up after about 6 hours of sleep. Feeling better now,positive
" I`m back on Long Island today after spending the weekend in Manchester, VT. Hope you have a great week ahead.",positive
Engaged May 1st to the best guy  I could not be happier! I love you Jay!,positive
 Hugs to you for not being able to shag Crush anymore  x,positive
 yea I was about to call you shallow but you saved yourself by saying he makes good music,positive
 thanks..,positive
Playing with my puppy,positive
 Goooood Morning Melody! Wishing you a Wonderful Mother`s Day with your family!,positive
 I KNOW I`m so excited for them!,positive
 - love your new avatar!,positive
" wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",positive
Just watched Camp Rock  Eating raspberry ripple icecream. Awesome,positive
Gotta get ready to leave....Alec and I are going hunting outside of Volterra. This should be fun.  Talk to everyone later.,positive
  Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,positive
Driving fast is SO much fun. I went 80 in a 25. Hahaha. Goodnight!,positive
Happy Mother`s Day to all you moms out there,positive
Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,positive
nice weather today in Alex,positive
 CONGRATULATIONS on the test!,positive
 briliant! May the fourth be with you  #starwarsday #starwars,positive
"Thanks to all the new followers  Well, I went to a **** tonight and its 4am so I`ll follow you tomorrow. Much love.",positive
working my **** off and I am completely happy,positive
Laying in bed texting. Good night ya`ll,positive
 hope our wishes come true someday.,positive
beach...yummy steak and catching up on `lost` with my man...lovely day,positive
" thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x",positive
Having a wonderful piece of cake for lunch - what else could I want???,positive
 Many many thanks!!!  (it`s about school!) Weeeee!!!,positive
 Uh oh!  Hope nothing too damaged.,positive
" it`s like triple what i`ve got, so it`s a lot to me as well. Well done",positive
 I have a great house to sell you!   Comes complete with a riding mower!!,positive
"Do you know what? I have a good little life, and I love it.",positive
Sewing things is nice  I feel crafty and productive. And foxy.,positive
 oooooooh I KNO  EEEEEEEKKKKKKK!  ROCKS!! >,positive
" Oh Jordan! IÃ¯Â¿Â½m ready for the next contest, baby!!!! CanÃ¯Â¿Â½t wait! Kisses from Brazil. I love you!",positive
 CONGRATS on graduating college!,positive
 BIG HUG FOR YOU,positive
watching shows I missed on the ellipital--- love my on-demand!,positive
 ~Congratulations Daddy,positive
and Happy Mothers Day to All you Moms out there i hope you had a good day,positive
enjoying and exploring my n96 phone.. grr.. it`s awesome.. but i wanted the samsung omnia..,positive
 LMAO. Joey is mine  I cant wait to meet them in july!,positive
Congrats ...so proud of you girl,positive
The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,positive
Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,positive
: saw it yesterday. Pretty good.,positive
" That`s what`s up hah. I`m great, thanks  Just waiting for all the craziness to take off.",positive
picture to burn - taylor swift!    great song!,positive
 its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.,positive
 Thanks. They`re both so cute. Havent been home for many years so havent seen them in person,positive
 That`s a relief! I feel better knowing it`s hereditary.  Have fun!,positive
"Gooooooood morning, campers!  And happy Mother`s Day!",positive
" :O goodness, i havn`t heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think",positive
Happy Mother`s Day everyone.,positive
OMG.. THIS ONE??? YESSSSS love this Danny song,positive
 OMG so exctied,positive
  I hope you have a nice sleep,positive
" great thanks hun, i did thr family thing this wknd too! 5 weeks today we hit the USA, cant wait!!",positive
 Good luck tonight on the big finale show!,positive
Loving the cairns clan,positive
 Thank you  I`d share my sundae with you but it`s really late and _crane says we shouldn`t tell people where we are,positive
Its beautiful outside. I wish i was in new york city. But this area is pretty cool. Hip and trendy.,positive
 hopefully it don`t go that far  sometimes I feel like renouncing my roots,positive
"Had a neat mothers day - nothing flash, just some chillin time with my girls",positive
"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?",positive
" Hmm... it`s a miracle you`re using twitter, and it`s fun... so... Tweet!",positive
_says ha ha funny,positive
" yeah that`s trueee  i can`t wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious",positive
"I love my daddy, but I don`t want to go to his house today.",positive
Had such a great weekend! Glad it`s sunny out today,positive
 you know you love it   Stat-K,positive
Hoping my mom likes her pamper gifts I sent her,positive
 http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,positive
i decided that myspacee is wayy better,positive
 awww don`t be sad  we`ll download a copy for you!,positive
my body isnt itching anymore,positive
i can be a good girl at school.. today i was!! i did it!! yayy,positive
i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,positive
 sweet! make sure to put some in your bag for me,positive
" oh, joy. We have the Elmo potty video too.",positive
_navarro I wish this area offered chinese food delivery,positive
2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,positive
_ Awww. So that`s him. Nice attempt at hiding from the camera,positive
 hehe...nice try,positive
  Way too many people indeed... I only recognize the Chinese guy... LOL,positive
 - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by ,positive
 YAY! I can`t wait to read it.,positive
" thank you sooooo much for my snoopy T-shirt! I love it to bits! It`s a perfect fit, just got it this morning!  Peace",positive
I love ! Thank you SO much for saying 'hi to Jenn & Laura' yesterday in Arcadia! My friend Shannon surprised me w/the vid,positive
yay it`s friday... hold on I have to work tomorrow,positive
 omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty,positive
  Thats charmingly funny,positive
morning twitterbugs...nothing like a loooooooooong lie-in!!,positive
_Cordon LOL that split second of peace is truly amazing,positive
"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe`s, might just have to stop in",positive
All moved in to our new apartment. So exciting,positive
not at work today .i have my car back she is perfect  going random shopping later .,positive
" Oh, I see!  So it`s like, morning there, right? Happy breakfast! *thumbs up*",positive
" - Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there",positive
" Hehe, you`re an expert now eh?",positive
 That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,positive
 Happy mother`s day to ur mom!!! i hope she has a wonderful day!!!!!,positive
" Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",positive
such a fun night with Bekah just talkin and stuff. Wuv her,positive
 is making everything fabulous tonight,positive
" Hella worth it, even if you don`t need the full 32 now.",positive
" **** @-) That`s a lot of messages from him @-) HOW SWEET. :'> And yeah, sayang",positive
: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,positive
 glad you could make it,positive
Happy Mother`s Day!,positive
Happy Christmas! No wait... What is it again happy M...........easels day. No but seriously.... Happy Mothers day...  lmao,positive
 Hope you`ve reviewed them on my site  http://snipr.com/hble5,positive
" Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one & it gets the job done.",positive
"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it`s all good!",positive
" Good lord, man.   I recommend the Dark & Stormy at Casablanca.",positive
junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,positive
Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,positive
would really like to not be at work and instead taking a nap.,positive
"party was awesome. soooo tired, bye. ps: happy momma`s day",positive
 PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,positive
"  Hey thats good, my Daughter`s still asleep and Son is drawing, better feed him v soon",positive
 Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,positive
great cant eve locate my phone! there goes 200 down the drain,positive
"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",positive
Happy Star Wars Day! May the Fourth be with you.,positive
 Thanks hon!! Project Bra starts today!,positive
"Browsing digital art tutorials (like those found at Henning`s site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?",positive
"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend",positive
 i really wish i could.,positive
   sending you love on mother`s day and wishing you more happiness in the days ahead!,positive
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,positive
Law week is gonna go the **** off  SO EXCITED,positive
"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",positive
taylor swift`s 'you belong with me' is so amazing. love the mv!,positive
Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,positive
" ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",positive
 Too much details !!!    (But glad he is better),positive
_d he`s a lucky baby. He has a wonderful family  do u know when u could take him at home?,positive
 everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...,positive
" Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",positive
Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,positive
" ... Yay! I can give you a lesson tomorrow, at Church.",positive
"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr",positive
i think they play michael buble in Heaven. He`s that great.,positive
" So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",positive
 you the the Queen of Sass oh Scenie!!!,positive
   hi holly  i`ll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,positive
" ****, so many good deals...you guys have a conspiracy to steal all my money",positive
is still amazed at the awesomness of last night. The discussion was great! Looking forward to a great week! Only 10days until I go home,positive
 what a great project!!! Wish I could have done that with DD1. She`s too old now.,positive
" it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",positive
 wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,positive
I love it when it rains on me when im golfing,positive
 Thank you! And I don`t care for the look on his face.,positive
"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",positive
 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it`s a bigger deal than I thought.,positive
 imma talk to ya later ishi goodnight kid,positive
Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,positive
Can`t wait to go to bed,positive
 how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot,positive
thanks steph...must keep me updated when it`s ur turn,positive
 I second that. I wish it rained more where I am,positive
 It was a lovely attempt at poetry!,positive
Starbucks I`m lovin` it,positive
"Nightlife Commando is like, chanting. The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win",positive
"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",positive
installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,positive
 Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,positive
" Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",positive
"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",positive
 i love to read ur little quotes,positive
 I know its a Block Party but would love to hear a DH original if you get a chance,positive
 Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,positive
 thank`s ... See? now I`m back on smiling,positive
What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,positive
"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",positive
 Cool I`m glad.I will save some tea for you,positive
but i did have a really nice smoothy at baulko shops,positive
had the best weekend,positive
About to Enjoy the Silence,positive
" Funnily enough, Roland is President of my social club!",positive
has enjoyed her first day of summer,positive
 Thank you for FF,positive
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,positive
"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",positive
I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,positive
" I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",positive
" ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",positive
i wish i were hanging out with kobe right now,positive
it is so cute watching Matt play with the Wii as I do some work,positive
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",positive
 yay! welcome to the etsy-seller world,positive
Goodnight and Goodbye ?,positive
Shout out to my moms for wakin me up so prematurely! Preciate it,positive
 selena`s mom congratulations` have a nice day,positive
 I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive
" Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!",positive
" last time I looked, they were about 400. They gave us a demo, so cool",positive
   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,positive
 Good to see you haven`t lost your sense of humour.  Get well soon,positive
"_L Thanks,I think your the first girl to say that...besides my mom",positive
 nothing sweeter than YOUR 4-year-old!,positive
 Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,positive
  and I luh you tooooo,positive
I just wanna be happy,positive
 Yeahhh... thx. I figured it out,positive
 Nothing wrong with that samantha,positive
Wine and Saginaki with 7 friends = good times,positive
  oh man i wanna be in the bay asap! Thank you   Have a great day!,positive
good day,positive
 Maybe it had a hot date with a nice little Cesna.,positive
so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,positive
" Haha dude, we have the same b-date :p I`ll wish u ur b-day the 3oth November. I`ll also turn 16  Can u reply to me please ?",positive
"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",positive
lmfaoooo i **** love this showwwww,positive
just got in. I have the best friends,positive
  cool  you are here too  hi sam  how are you???,positive
I wish i had a smartphone with an irc app. That`d be pretty cool.,positive
wishing i could go to CaBo tonight,positive
" don`t you just love the 'butteflies in your stomach' feeling?  ano man yun, kaya mo yan.",positive
" Excellent pic! Wish I were there, but it`s a long drive from TN.",positive
milkshake + hot day = unsettled stomach,positive
Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.,positive
 Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,positive
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,positive
" Yeah, I wanted to have some  I was bottling, so it`s sanitized and all good. It tastes like those choc. oranges.",positive
on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,positive
 It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,positive
i suppose i best get ready for work  grrr,positive
"Happy Mothers Day all!  Hugs and love, Zoe",positive
happy mother`s day to your moms,positive
" Thanks, I love it",positive
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive
" Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",positive
"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",positive
 it was jokes!!!  me love the mag..really!,positive
" Happy Mother`s Day, Kadi!!",positive
loves listening to people practising on the piano downstairs,positive
"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",positive
" cool, your too good to me you know",positive
Proudly watching my film  http://bit.ly/dP2Uh,positive
happy mothers day to all the beautful mums.,positive
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,positive
" Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",positive
 Cheers. Wish I had more fonts to play with,positive
 My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive
 that`s a good attitude,positive
  whenever you are mama!  Let`s do it,positive
" In my case, it`s going to be exams showing me a thing or two.  I`m very much hopeful about November `09, though.",positive
Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,positive
 I`m here if u need to vent!,positive
I think I might fall in love with jihoon in boys over flower.,positive
 thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,positive
 ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,positive
This is great curl-up-in-a-ball-and-read later. I wish I had a book.,positive
"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",positive
is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,positive
 agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,positive
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,positive
winter flu has to twitter about logies to get noticed. haha. I love rove,positive
Good night you twitter people,positive
Happy morning to everyone!,positive
" ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",positive
wishes people wouldn`t be so stubborn sometimes.,positive
awesome night in the city,positive
 haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,positive
 Just study according to the notes that you had to copy and you`ll be fine.,positive
 THANKYOU!  <3 iloveyoutwoooo,positive
" congrats, dreps! and good luck sa interview!",positive
 don`t worry be happy Ryan,positive
 My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,positive
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",positive
 I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol,positive
" ~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",positive
 aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,positive
happy mother`s day mummy  i love you. xo,positive
Great lunch at baby bulls.  Now time for work til 930.,positive
I just saw a shooting star... I made my wish,positive
 what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,positive
 I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,positive
Sunday morning and i realised im a film snob  as it said on MSN entertainment,positive
"Happy Mother`s Day!!!  I`m at the beach with my family. It`s a warm, clear night with a beautiful full moon...",positive
 I`m pretty sure my bum shape will still be imprinted there,positive
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,positive
I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,positive
These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,positive
 Perfect. Thank you. Enjoy your sunday of no work,positive
 haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,positive
Hahah. Love them!,positive
 jass warn me b4 u go to nxt war...i am there to have fun...,positive
going to work soon and so excited!  ugh id rather pluck my fingernails off,positive
 hey love whats up! my voice is shot  whats new with you,positive
Is feelin right rite now,positive
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",positive
 awwww jim jam  we`re good at dodging meatballs WOO,positive
" ITS A BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting",positive
" AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",positive
 Hehe! It is nice down there,positive
" my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",positive
  Happy Mother`s Day to ya tomorrow,positive
New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,positive
"Wishes I was going to the pxy summer jam, but can never seem to win",positive
<3 KoRn... You guys are champions of the world,positive
Off to England during the summer holidays this year.... yay!,positive
 comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,positive
Dont worry babe,positive
 yeah I LOVE CALI so much,positive
I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,positive
 I know! I`m totally excited,positive
"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",positive
working on short story...totally loving one of my secondary characters,positive
about to drink a hot chocolate  yummy.,positive
 happy birthday!,positive
I love my puppy,positive
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive
Cannot wait to get all dolled up and go out tonight,positive
_v  haha i was in your boat yesterday.. you`ll pick it up in no time,positive
"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",positive
